sampleID	bottle_num_BODC	station_num_BODC	lat	lon	depth	geojoin.dist.km	chla_norm	dcm_depth	dcm.layer	dcm.max
S0082	844712	1646459	31.754	-64.175	41.8	0.06	0.562	91.5	1	0
S0083	844715	1646459	31.754	-64.175	75.7	0.06	0.631	91.5	1	0
S0084	844718	1646459	31.754	-64.175	89.1	0.06	0.964	91.5	1	1
S0085	844721	1646459	31.754	-64.175	109.7	0.06	0.707	91.5	1	0
S0086	844724	1646459	31.754	-64.175	182.4	0.06	0.358	91.5	0	0
S0087	844727	1646459	31.754	-64.175	233.3	0.06	0.317	91.5	0	0
S0088	844730	1646459	31.754	-64.175	281.4	0.06	0.302	91.5	0	0
S0090	845942	1646690	26.137	-44.826	39.7	0.03	0.552	2	1	0
S0091	845945	1646690	26.137	-44.826	60.7	0.03	0.625	2	1	0
S0092	845948	1646690	26.137	-44.826	89.9	0.03	0.975	2	1	1
S0093	845951	1646690	26.137	-44.826	110.7	0.03	0.986	2	1	1
S0094	845954	1646690	26.137	-44.826	135.6	0.03	0.759	2	1	0
S0095	845957	1646690	26.137	-44.826	185.7	0.03	0.422	2	0	0
S0096	845960	1646690	26.137	-44.826	234.8	0.03	0.362	2	0	0
S0097	845963	1646690	26.137	-44.826	284.8	0.03	0.362	2	0	0
S0098	846713	1646914	17.4	-24.5	48.1	0.01	0.422	72.5	0	0
S0099	846716	1646914	17.4	-24.5	71.6	0.01	1	72.5	1	1
S0100	846719	1646914	17.4	-24.5	89.3	0.01	0.656	72.5	1	0
S0101	846722	1646914	17.4	-24.5	135	0.01	0.278	72.5	0	0
S0102	846725	1646914	17.4	-24.5	183.7	0.01	0.278	72.5	0	0
S0103	846728	1646914	17.4	-24.5	234.5	0.01	0.284	72.5	0	0
S0104	846731	1646914	17.4	-24.5	285.9	0.01	0.286	72.5	0	0
S0105	845645	1646606	27.583	-49.633	40.1	0.01	0.501	2	1	0
S0106	845648	1646606	27.583	-49.633	69.4	0.01	0.657	2	1	0
S0107	845651	1646606	27.583	-49.633	99	0.01	0.953	2	1	1
S0108	845654	1646606	27.583	-49.633	113.8	0.01	0.783	2	1	0
S0109	845657	1646606	27.583	-49.633	133.7	0.01	0.653	2	1	0
S0110	845660	1646606	27.583	-49.633	183.8	0.01	0.384	2	0	0
S0111	845663	1646606	27.583	-49.633	233.6	0.01	0.343	2	0	0
S0112	845666	1646606	27.583	-49.633	285	0.01	0.343	2	0	0
S0114	845123	1646123	39.692	-69.863	30.2	0.03	0.887	20	1	0
S0115	845126	1646123	39.692	-69.863	57.8	0.03	0.537	20	1	0
S0116	845834	1646123	39.692	-69.863	89.2	0.03	0.195	20	0	0
S0117	845129	1646123	39.692	-69.863	109.9	0.03	0.168	20	0	0
S0118	845132	1646123	39.692	-69.863	135.4	0.03	0.162	20	0	0
S0119	845135	1646123	39.692	-69.863	185.8	0.03	0.162	20	0	0
S0120	845141	1646123	39.692	-69.863	285.9	0.03	0.162	20	0	0
S0122	844343	1701381	38.324	-68.876	39.4	0.06	0.941	41.5	1	1
S0123	844346	1701381	38.324	-68.876	65.6	0.06	0.911	41.5	1	1
S0124	844349	1701381	38.324	-68.876	90.8	0.06	0.906	41.5	1	1
S0125	844352	1701381	38.324	-68.876	111.1	0.06	0.537	41.5	1	0
S0126	844355	1701381	38.324	-68.876	135.2	0.06	0.404	41.5	0	0
S0127	844358	1701381	38.324	-68.876	184.1	0.06	0.326	41.5	0	0
S0128	844361	1701381	38.324	-68.876	236.7	0.06	0.31	41.5	0	0
S0129	844364	1701381	38.324	-68.876	285.3	0.06	0.317	41.5	0	0
S0130	844529	1701395	37.607	-68.39	39.6	0.06	0.967	38	1	1
S0131	844532	1701395	37.607	-68.39	64.6	0.06	0.887	38	1	0
S0132	844535	1701395	37.607	-68.39	89.6	0.06	0.918	38	1	1
S0133	844538	1701395	37.607	-68.39	111.1	0.06	0.788	38	1	0
S0134	844541	1701395	37.607	-68.39	139.6	0.06	0.333	38	0	0
S0135	844544	1701395	37.607	-68.39	160	0.06	0.329	38	0	0
S0136	844547	1701395	37.607	-68.39	232.9	0.06	0.317	38	0	0
S0137	844550	1701395	37.607	-68.39	284.7	0.06	0.316	38	0	0
S0138	846488	1701493	19.433	-29.383	50	0.05	0.452	2	0	0
S0139	846491	1701493	19.433	-29.383	74.5	0.05	0.481	2	0	0
S0140	846494	1701493	19.433	-29.383	84	0.05	0.993	2	1	1
S0141	846497	1701493	19.433	-29.383	123.8	0.05	0.528	2	1	0
S0142	846500	1701493	19.433	-29.383	183.9	0.05	0.3	2	0	0
S0143	846503	1701493	19.433	-29.383	233.1	0.05	0.296	2	0	0
S0144	846506	1701493	19.433	-29.383	283.3	0.05	0.302	2	0	0
S0231	841889	1700002	24	-22	33.2	0.02	0.204	67.5	0	0
S0232	841892	1700002	24	-22	57.7	0.02	0.797	67.5	1	0
S0233	841895	1700002	24	-22	72.9	0.02	0.963	67.5	1	1
S0234	841898	1700002	24	-22	151.8	0.02	0.101	67.5	0	0
S0235	841901	1700002	24	-22	201.1	0.02	0.084	67.5	0	0
S0237	853052	1700002	24	-22	2	0.02	0.112	67.5	0	0
S0238	842069	1700135	17.352	-20.817	51.8	0.05	0.964	50	1	1
S0239	842072	1700135	17.352	-20.817	86.6	0.05	0.189	50	0	0
S0240	842075	1700135	17.352	-20.817	101	0.05	0.115	50	0	0
S0241	842078	1700135	17.352	-20.817	140.7	0.05	0.069	50	0	0
S0242	842081	1700135	17.352	-20.817	185	0.05	0.066	50	0	0
S0243	853163	1700135	17.352	-20.817	2	0.05	0.108	50	0	0
S0244	842801	1700233	17.402	-24.498	31.8	0.28	0.394	72.5	0	0
S0245	842804	1700233	17.402	-24.498	50.4	0.28	0.455	72.5	0	0
S0246	842807	1700233	17.402	-24.498	71.9	0.28	1	72.5	1	1
S0247	842810	1700233	17.402	-24.498	91.6	0.28	0.613	72.5	1	0
S0248	842813	1700233	17.402	-24.498	136.5	0.28	0.277	72.5	0	0
S0249	842816	1700233	17.402	-24.498	185.4	0.28	0.278	72.5	0	0
S0250	853064	1700233	17.402	-24.498	2	0.28	0.392	72.5	0	0
